Date & Time,Temp(?C),Salinity(psu),Conduct(mS/cm),Sound Velocity(m/sec)
43047.58,24.55,15.41,25.08,1511.89
43047.63,24.43,20.63,32.63,1517.27
43047.67,24.99,20.01,32.09,1518.01
43047.71,25.02,19.99,32.09,1518.07
43047.75,25.07,19.85,31.92,1518.06
43047.79,25.05,19.51,31.4,1517.62
43047.83,24.99,19.42,31.24,1517.38
43047.88,24.93,15.86,25.95,1513.37
43047.92,24.87,15.22,24.96,1512.53
43047.96,24.84,16.75,27.22,1514.11
43048,24.58,14.04,23.05,1510.48
43048.04,24.46,11.9,19.76,1507.85
43048.08,24.58,13.79,22.67,1510.21
43048.13,24.46,14.44,23.59,1510.61
43048.17,24.32,16.95,27.22,1512.96
43048.21,24.26,19.07,30.27,1515.12
43048.25,24.11,20.28,31.93,1516.07
43048.29,24.09,20.18,31.76,1515.88
43048.33,24.14,19.74,31.17,1515.55
43048.38,24.32,18.04,28.82,1514.16
43048.42,24.09,14.46,23.44,1509.63
43048.46,24.23,13.75,22.45,1509.24
43048.5,24.64,14.05,23.09,1510.65
43048.54,24.81,14.49,23.84,1511.58
43048.58,24.9,16.68,27.15,1514.18
43048.62,25.07,16.48,26.95,1514.42
43048.67,25.13,16.86,27.55,1514.98
43048.71,24.81,19.91,31.83,1517.46
43048.75,24.87,20.12,32.18,1517.84
43048.79,24.84,20.19,32.27,1517.85
43048.83,24.9,18.52,29.87,1516.18
43048.87,24.87,19.25,30.91,1516.89
43048.92,24.75,16.69,27.09,1513.82
43048.96,24.78,17.61,28.46,1514.89
43049,24.03,16.57,26.52,1511.79
43049.04,23.71,16.35,26.03,1510.69
43049.08,23.53,16.54,26.21,1510.44
43049.12,23.5,15.86,25.21,1509.61
43049.17,23.33,16.16,25.56,1509.47
43049.21,23.01,15.42,24.33,1507.79
43049.25,22.8,14.82,23.36,1506.56
43049.29,22.54,14.61,22.93,1505.61
43049.33,22.16,15.4,23.87,1505.43
43049.37,21.78,15.22,23.42,1504.16
43049.42,21.69,15.18,23.32,1503.87
43049.46,21.26,15.13,23.04,1502.56
43049.5,21.87,14.45,22.39,1503.55
43049.54,22.57,14.25,22.42,1505.29
43049.58,23.12,14.29,22.74,1506.85
43049.62,23.1,14.36,22.83,1506.85
43049.67,23.04,14.32,22.74,1506.64
43049.71,22.95,14.25,22.6,1506.33
43049.75,23.04,15.6,24.6,1508.06
43049.79,22.89,16.53,25.86,1508.7
43049.83,22.83,17.17,26.73,1509.24
43049.87,22.69,17.22,26.73,1508.9
43049.92,22.6,17.4,26.92,1508.85
43049.96,22.22,16.26,25.11,1506.54
43050,21.87,16.19,24.83,1505.49
43050.04,21.78,16.51,25.23,1505.6
43050.08,21.43,16.24,24.68,1504.31
43050.12,21.05,14.87,22.58,1501.68
43050.17,20.88,15.4,23.24,1501.78
43050.21,20.41,16.52,24.53,1501.68
43050.25,21.02,18.15,27.08,1505.29
43050.29,21.14,20.04,29.7,1507.74
43050.33,21.05,20.73,30.57,1508.27
43050.37,21.08,20.53,30.33,1508.13
43050.42,19.94,17.92,26.15,1501.89
43050.46,19.91,16.89,24.75,1500.63
43050.5,20.88,17.84,26.57,1504.52
43050.54,21.31,17.7,26.62,1505.61
43050.58,22.25,17.73,27.19,1508.26
43050.62,23.01,17.99,27.99,1510.62
43050.67,22.1,17.79,27.19,1507.92
43050.71,22.13,17.09,26.24,1507.23
43050.75,21.72,17.12,26.06,1506.12
43050.79,21.69,17.68,26.81,1506.66
43050.83,21.61,17.95,27.13,1506.72
43050.87,21.52,17.7,26.75,1506.2
43050.92,21.46,17.73,26.75,1506.06
43050.96,21.31,17.93,26.94,1505.87
43051,21.2,17.84,26.75,1505.44
43051.04,21.08,17.48,26.19,1504.7
43051.08,20.99,17.42,26.07,1504.39
43051.12,20.73,17.27,25.71,1503.46
43051.17,20.61,17.36,25.78,1503.22
43051.21,20.73,17.1,25.48,1503.26
43051.25,20.61,17.41,25.83,1503.27
43051.29,20.67,18.6,27.48,1504.79
43051.33,20.58,19,27.96,1504.99
43051.37,20.32,18.51,27.16,1503.67
43051.42,20.58,20.19,29.56,1506.34
43051.46,20.55,19.54,28.67,1505.51
43051.5,20.93,18.44,27.41,1505.36
43051.54,21.49,18.19,27.4,1506.66
43051.58,21.58,18.11,27.33,1506.81
43051.62,22.07,18.28,27.87,1508.4
43051.67,22.45,18.89,28.93,1510.11
43051.71,21.96,18.59,28.22,1508.41
43051.75,22.19,18.28,27.93,1508.72
43051.79,21.72,19.21,28.94,1508.46
43051.83,21.55,19.68,29.46,1508.49
43051.87,21.4,20.79,30.88,1509.33
43051.92,21.31,21.46,31.72,1509.83
43051.96,21.29,21.54,31.81,1509.84
43052,21.34,21.38,31.64,1509.83
43052.04,21.31,21.4,31.64,1509.76
43052.08,21.31,20.72,30.72,1509
43052.12,21.34,19.39,28.95,1507.59
43052.17,21.17,18.89,28.16,1506.53
43052.21,21.11,19.94,29.55,1507.55
43052.25,20.88,19.88,29.33,1506.82
43052.29,20.93,20.2,29.78,1507.34
43052.33,20.82,19.58,28.88,1506.31
43052.37,20.73,19.95,29.33,1506.48
43052.42,20.88,20.69,30.41,1507.73
43052.46,20.93,21.98,32.16,1509.35
43052.5,20.99,22.22,32.51,1509.78
43052.54,21.17,21.6,31.81,1509.58
43052.58,21.96,20.76,31.2,1510.84
43052.62,22.89,20.99,32.12,1513.62
43052.67,23.04,21.04,32.3,1514.07
43052.71,23.07,20.65,31.77,1513.72
43052.75,22.69,20.53,31.36,1512.57
43052.79,22.66,19.67,30.14,1511.53
43052.83,22.57,19.71,30.14,1511.34
43052.87,22.31,19.89,30.22,1510.82
43052.92,22.1,20.69,31.2,1511.16
43052.96,21.96,21.13,31.71,1511.25
43053,21.81,21.33,31.88,1511.07
43053.04,21.64,21.3,31.72,1510.54
43053.08,21.52,20.86,31.05,1509.73
43053.12,20.93,20.55,30.25,1507.73
43053.17,20.61,20.77,30.34,1507.06
43053.21,20.55,20.79,30.34,1506.93
43053.25,19.99,20.9,30.11,1505.44
43053.29,20.26,18.15,26.64,1503.1
43053.33,20.08,18.57,27.1,1503.05
43053.37,20.02,19.26,27.97,1503.66
43053.42,20.2,20.97,30.34,1506.12
43053.46,20.32,21.59,31.24,1507.16
43053.5,20.41,21.93,31.74,1507.8
43053.54,20.49,22.22,32.17,1508.37
43053.58,20.7,22.17,32.26,1508.9
43053.62,21.31,21.52,31.81,1509.9
43053.67,21.84,21.45,32.06,1511.28
43053.71,22.02,21.49,32.23,1511.8
43053.75,21.81,21.46,32.06,1511.21
43053.79,21.34,21.32,31.55,1509.75
43053.83,21.08,19.51,28.95,1506.98
43053.87,20.99,19.83,29.32,1507.09
43053.92,20.7,20.25,29.71,1506.74
43053.96,20.55,20.98,30.58,1507.14
43054,20.38,21.76,31.49,1507.51
43054.04,20.14,21.5,30.99,1506.54
43054.08,19.67,21.12,30.2,1504.75
43054.12,19.32,20.89,29.66,1503.44
43054.17,18.58,20.8,29.07,1501.13
43054.21,17.89,20.75,28.58,1499
43054.25,17.5,20.72,28.3,1497.77
43054.29,17.83,20.72,28.51,1498.79
43054.33,16.64,19.31,26.02,1493.39
43054.37,17.03,19.77,26.83,1495.17
43054.42,16.79,19.79,26.7,1494.43
43054.46,17.48,20.18,27.61,1497.05
43054.5,17.62,20.16,27.67,1497.49
43054.54,17.92,20.39,28.15,1498.68
43054.58,18.04,20.5,28.36,1499.17
43054.62,18.16,20.22,28.08,1499.21
43054.67,18.69,20,28.14,1500.58
43054.71,19.49,19.78,28.33,1502.7
43054.75,19.29,19.61,27.99,1501.89
43054.79,19.38,19.35,27.71,1501.87
43054.83,18.78,19.02,26.92,1499.72
43054.87,18.69,19.26,27.19,1499.73
43054.92,18.72,19.15,27.06,1499.69
43054.96,18.58,19.79,27.79,1499.98
43055,18.72,20.21,28.42,1500.91
43055.04,18.75,20.48,28.78,1501.3
43055.08,18.75,20.53,28.85,1501.37
43055.12,18.72,20.55,28.85,1501.29
43055.17,17.36,19.55,26.76,1495.95
43055.21,17.36,19.2,26.32,1495.54
43055.25,17.03,18.68,25.48,1493.91
43055.29,16.61,18.61,25.14,1492.48
43055.33,16.27,18.58,24.92,1491.39
43055.37,16.7,17.98,24.42,1492.04
43055.42,16.88,18.16,24.75,1492.82
43055.46,17.56,19.35,26.63,1496.37
43055.5,18.04,20.44,28.29,1499.1
43055.54,18.07,20.88,28.86,1499.7
43055.58,18.22,21.04,29.15,1500.34
43055.62,18.25,21.14,29.3,1500.55
43055.67,18.4,21.18,29.45,1501.04
43055.71,18.93,20.56,28.99,1501.93
43055.75,18.93,20.05,28.34,1501.35
43055.79,18.81,19.78,27.93,1500.68
43055.83,18.64,19.55,27.52,1499.88
43055.87,18.81,19.84,27.99,1500.74
43055.92,18.64,20.14,28.28,1500.56
43055.96,18.64,21.36,29.83,1501.96
43056,18.81,22.27,31.1,1503.54
43056.04,18.72,22.72,31.61,1503.79
43056.08,18.43,22.75,31.45,1502.94
43056.12,18.75,22.98,31.95,1504.17
43056.17,17.5,22.29,30.24,1499.6
43056.21,17.62,21.78,29.69,1499.38
43056.25,17.36,21.26,28.88,1497.94
43056.29,17.06,21.07,28.45,1496.78
43056.33,16.39,20.69,27.56,1494.24
43056.37,16.61,19.98,26.83,1494.09
43056.42,17.03,19.93,27.02,1495.36
43056.46,17.62,20.16,27.67,1497.49
43056.5,18.46,21.09,29.37,1501.12
43056.54,18.64,21.61,30.14,1502.24
43056.58,18.78,22.03,30.78,1503.17
43056.62,18.87,22.24,31.1,1503.68
43056.67,18.99,22.18,31.1,1503.96
43056.71,20.26,20.94,30.34,1506.26
43056.75,19.46,21.17,30.12,1504.2
43056.79,19.79,21,30.12,1504.96
43056.83,19.26,20.86,29.59,1503.24
43056.87,19.08,20.65,29.21,1502.48
43056.92,18.78,20.4,28.7,1501.31
43056.96,18.81,20.33,28.63,1501.31
43057,18.9,20.4,28.77,1501.66
43057.04,19.05,20.61,29.14,1502.34
43057.08,18.99,20.7,29.21,1502.27
43057.12,18.96,20.71,29.21,1502.19
43057.17,18.9,20.63,29.07,1501.92
43057.21,18.31,20.03,27.94,1499.45
43057.25,18.19,19.66,27.39,1498.66
43057.29,17.98,19.4,26.94,1497.72
43057.33,17.53,19.21,26.44,1496.12
43057.37,17.3,19.08,26.13,1495.22
43057.42,17.39,19.04,26.13,1495.45
43057.46,17.89,19.19,26.62,1497.2
43057.5,19.08,20.03,28.41,1501.77
43057.54,19.52,20.66,29.5,1503.8
43057.58,19.55,21.18,30.2,1504.48
43057.62,19.61,21.46,30.6,1504.97
43057.67,19.67,21.68,30.92,1505.39
43057.71,19.91,21.81,31.25,1506.22
43057.75,20.17,21.8,31.41,1506.97
43057.79,20.08,21.85,31.41,1506.77
43057.83,19.94,21.6,31,1506.07
43057.87,19.76,21.63,30.92,1505.59
43057.92,19.73,21.65,30.92,1505.53
43057.96,19.85,21.65,31,1505.87
43058,19.85,21.71,31.08,1505.94
43058.04,19.82,21.86,31.25,1506.02
43058.08,19.79,22,31.42,1506.1
43058.12,19.79,22.13,31.59,1506.25
43058.17,19.79,22.2,31.67,1506.32
43058.21,19.73,22.23,31.67,1506.19
43058.25,19.7,22.25,31.67,1506.12
43058.29,19.64,22.15,31.5,1505.83
43058.33,19.55,21.94,31.17,1505.33
43058.37,19.52,21.63,30.76,1504.9
43058.42,19.4,21.2,30.12,1504.06
43058.46,19.58,21.23,30.28,1504.62
43058.5,19.73,21.28,30.43,1505.1
43058.54,19.91,21.25,30.51,1505.58
43058.58,20.17,21.17,30.59,1506.26
43058.62,20.32,21.16,30.66,1506.67
43058.67,20.61,21.19,30.9,1507.55
43058.71,20.64,21.11,30.82,1507.54
43058.75,20.82,21.09,30.9,1508.01
43058.79,20.82,20.78,30.49,1507.67
43058.83,20.35,20.25,29.49,1505.73
43058.87,19.96,19.5,28.25,1503.76
43058.92,19.7,19.1,27.57,1502.53
43058.96,19.52,19.13,27.5,1502.05
43059,19.2,18.92,27.05,1500.85
43059.04,19.11,18.52,26.47,1500.13
43059.08,18.72,18.04,25.63,1498.42
43059.12,18.46,17.46,24.72,1496.93
43059.17,18.61,17.31,24.61,1497.21
43059.21,18.28,17.36,24.51,1496.28
43059.25,17.8,17.36,24.25,1494.81
43059.29,16.61,17.16,23.35,1490.79
43059.33,15.24,16.84,22.25,1485.96
43059.37,15.12,16.44,21.7,1485.08
43059.42,15.33,16.11,21.41,1485.4
43059.46,16.82,16.43,22.55,1490.61
43059.5,16.76,16.67,22.82,1490.7
43059.54,16.97,17.16,23.54,1491.94
43059.58,17.8,17.53,24.46,1495
43059.62,18.13,17.68,24.84,1496.19
43059.67,18.13,17.6,24.73,1496.09
43059.71,18.28,17.53,24.73,1496.48
43059.75,18.75,17.63,25.11,1498.03
43059.79,18.78,17.7,25.22,1498.21
43059.83,18.81,17.78,25.34,1498.38
43059.87,18.58,17.84,25.28,1497.73
43059.92,18.43,17.95,25.34,1497.41
43059.96,18.25,17.98,25.29,1496.9
43060,18.25,18.03,25.35,1496.96
43060.04,17.95,18.07,25.24,1496.09
43060.08,18.07,18.2,25.46,1496.6
43060.12,18.07,18.38,25.7,1496.82
43060.17,18.1,18.51,25.88,1497.06
43060.21,18.1,18.65,26.06,1497.22
43060.25,17.71,18.74,25.94,1496.12
43060.29,17.59,18.7,25.83,1495.71
43060.33,17.42,18.6,25.59,1495.03
43060.37,17.33,18.45,25.36,1494.58
43060.42,17.36,18.39,25.3,1494.6
43060.46,17.74,18.4,25.53,1495.82
43060.5,17.5,18.41,25.42,1495.1
43060.54,17.77,18.38,25.53,1495.9
43060.58,17.98,18.47,25.76,1496.64
43060.62,18.01,18.74,26.12,1497.05
43060.67,18.04,19.02,26.49,1497.46
43060.71,18.13,19.28,26.87,1498.03
43060.75,18.16,19.47,27.13,1498.34
43060.79,18.22,19.7,27.46,1498.79
43060.83,18.22,19.86,27.66,1498.98
43060.87,18.28,19.88,27.73,1499.19
43060.92,18.25,19.85,27.66,1499.05
43060.96,18.31,19.76,27.59,1499.14
43061,18.31,19.76,27.59,1499.14
43061.04,18.19,19.72,27.46,1498.72
43061.08,18.22,19.86,27.66,1498.98
43061.12,18.22,20.08,27.94,1499.23
43061.17,18.22,20.3,28.22,1499.48
43061.21,18.22,20.52,28.5,1499.74
43061.25,18.19,20.65,28.64,1499.8
43061.29,18.07,20.71,28.65,1499.5
43061.33,17.95,20.72,28.58,1499.15
43061.37,18.04,20.61,28.5,1499.3
43061.42,18.16,20.49,28.43,1499.53
43061.46,18.49,20.44,28.57,1500.46
43061.5,18.4,20.21,28.21,1499.92
43061.54,18.75,20.14,28.35,1500.91
43061.58,19.11,20.02,28.41,1501.84
43061.62,19.32,19.97,28.48,1502.4
43061.67,19.64,20.2,28.98,1503.62
43061.71,19.64,20.43,29.28,1503.88
43061.75,19.67,20.65,29.58,1504.21
43061.79,19.91,20.7,29.8,1504.96
43061.83,20.08,20.61,29.8,1505.37
43061.87,20.35,20.54,29.87,1506.05
43061.92,20.2,20.32,29.49,1505.39
43061.96,20.26,20.12,29.26,1505.33
43062,20.05,20.06,29.04,1504.65
43062.04,19.91,20.01,28.9,1504.18
43062.08,19.7,20.12,28.9,1503.69
43062.12,19.55,20.36,29.13,1503.54
43062.17,19.46,20.63,29.43,1503.59
43062.21,19.49,20.91,29.81,1504
43062.25,19.43,21.06,29.97,1503.99
43062.29,19.29,21.14,29.97,1503.65
43062.33,19.11,21.11,29.82,1503.09
43062.37,19.02,20.92,29.51,1502.61
43062.42,19.02,20.51,28.99,1502.14
43062.46,18.99,20.19,28.56,1501.68
43062.5,18.96,19.93,28.2,1501.29
43062.54,19.17,19.5,27.78,1501.43
43062.58,19.17,19.14,27.31,1501.01
43062.62,19.2,18.97,27.11,1500.91
43062.67,19.29,18.93,27.11,1501.13
43062.71,19.29,18.78,26.92,1500.95
43062.75,19.29,18.69,26.79,1500.84
43062.79,19.26,18.55,26.6,1500.6
43062.83,19.2,18.48,26.47,1500.35
43062.87,19.05,18.41,26.29,1499.82
43062.92,18.84,18.27,25.99,1499.03
43062.96,18.78,18.2,25.87,1498.78
43063,18.72,18.09,25.69,1498.47
43063.04,18.72,18,25.57,1498.37
43063.08,18.64,17.81,25.28,1497.88
43063.12,18.55,17.59,24.94,1497.36
43063.17,18.43,17.38,24.61,1496.76
43063.21,18.43,17.09,24.24,1496.42
43063.25,18.25,16.85,23.83,1495.59
43063.29,18.19,16.64,23.52,1495.17
43063.33,17.89,16.53,23.23,1494.13
43063.37,17.71,16.53,23.14,1493.57
43063.42,17.65,16.45,23,1493.28
43063.46,17.74,16.37,22.95,1493.47
43063.5,18.52,16.17,23.08,1495.63
43063.54,18.69,15.95,22.89,1495.93
43063.58,18.99,15.91,22.98,1496.78
43063.62,19.29,15.86,23.07,1497.62
43063.67,19.67,15.86,23.26,1498.76
43063.71,19.7,15.92,23.35,1498.92
43063.75,19.88,15.93,23.45,1499.45
43063.79,19.67,15.93,23.35,1498.84
43063.83,19.61,15.99,23.4,1498.74
43063.87,19.49,16.07,23.46,1498.48
43063.92,19.4,16.11,23.46,1498.25
43063.96,19.38,16.12,23.46,1498.18
43064,19.32,16.11,23.41,1497.99
43064.04,18.99,16.16,23.32,1497.07
43064.08,18.84,16.04,23.08,1496.48
43064.12,18.81,15.94,22.93,1496.28
43064.17,18.55,15.87,22.71,1495.38
43064.21,18.4,15.89,22.66,1494.95
43064.25,18.31,16.07,22.85,1494.88
43064.29,18.31,16.18,22.99,1495.01
43064.33,18.31,16.25,23.08,1495.09
43064.37,17.8,16.17,22.72,1493.42
43064.42,17.65,16.05,22.49,1492.82
43064.46,18.1,15.9,22.53,1494.05
43064.5,18.61,15.81,22.66,1495.49
43064.54,18.93,15.72,22.7,1496.38
43064.58,19.17,15.84,22.98,1497.23
43064.62,19.64,16.02,23.45,1498.85
43064.67,20.17,16.15,23.9,1500.57
43064.71,20.11,16.44,24.26,1500.73
43064.75,20.14,17,25.03,1501.44
43064.79,20.11,17.44,25.61,1501.86
43064.83,20.14,17.83,26.15,1502.39
43064.87,20.11,18.12,26.52,1502.63
43064.92,20.08,18.37,26.84,1502.83
43064.96,19.79,18.22,26.46,1501.79
43065,19.52,17.78,25.73,1500.51
43065.04,19.61,17.56,25.5,1500.53
43065.08,19.73,17.34,25.26,1500.62
43065.12,19.85,17.29,25.26,1500.91
43065.17,19.76,17.2,25.09,1500.55
43065.21,19.64,17.12,24.93,1500.11
43065.25,19.76,17.16,25.04,1500.5
43065.29,19.64,17.25,25.09,1500.25
43065.33,19.7,17.31,25.21,1500.5
43065.37,19.67,17.45,25.38,1500.57
43065.42,18.93,17.34,24.83,1498.24
43065.46,18.99,17.02,24.44,1498.05
43065.5,19.26,16.75,24.23,1498.54
43065.54,19.76,16.58,24.27,1499.85
43065.58,20.02,16.4,24.16,1500.42
43065.62,20.55,16.35,24.36,1501.91
43065.67,20.73,16.35,24.47,1502.43
43065.71,20.99,16.49,24.79,1503.34
43065.75,20.96,16.58,24.9,1503.36
43065.79,20.9,16.69,25.02,1503.31
43065.83,20.85,16.71,25.02,1503.17
43065.87,20.61,16.76,24.97,1502.55
43065.92,20.82,16.76,25.07,1503.14
43065.96,20.55,16.87,25.08,1502.5
43066,20.44,16.96,25.14,1502.26
43066.04,20.02,16.96,24.92,1501.06
43066.08,19.55,16.87,24.54,1499.56
43066.12,19.55,16.75,24.38,1499.42
43066.17,19.67,16.7,24.38,1499.72
43066.21,19.29,16.66,24.12,1498.52
43066.25,19.14,16.64,24.02,1498.06
43066.29,18.87,16.67,23.92,1497.29
43066.33,19.17,16.82,24.28,1498.36
43066.37,18.58,17.15,24.4,1496.95
43066.42,18.49,17.32,24.56,1496.86
43066.46,18.37,17.45,24.67,1496.66
43066.5,18.46,17.37,24.61,1496.83
43066.54,18.9,17.26,24.72,1498.06
43066.58,20.05,17.25,25.32,1501.47
43066.62,20.49,17.28,25.6,1502.79
43066.67,20.49,17.11,25.37,1502.59
43066.71,20.29,17.15,25.31,1502.04
43066.75,20.67,17.43,25.89,1503.46
43066.79,20.61,17.86,26.45,1503.78
43066.83,20.38,18.34,26.96,1503.65
43066.87,20.32,18.76,27.49,1503.96
43066.92,20.32,19.02,27.83,1504.24
43066.96,20.26,19.25,28.11,1504.34
43067,20.17,19.4,28.25,1504.25
43067.04,20.02,19.41,28.18,1503.84
43067.08,19.35,19.21,27.51,1501.62
43067.12,18.99,18.92,26.92,1500.23
43067.17,18.72,18.7,26.48,1499.17
43067.21,19.14,18.61,26.6,1500.31
43067.25,18.96,18.45,26.29,1499.6
43067.29,19.08,18.39,26.29,1499.89
43067.33,18.84,18.6,26.42,1499.41
43067.37,18.93,19.25,27.31,1500.43
43067.42,18.78,19.9,28.06,1500.73
43067.46,18.69,20.45,28.71,1501.09
43067.5,18.87,20.88,29.37,1502.12
43067.54,19.2,21.19,29.97,1503.44
43067.58,20.44,21.28,30.9,1507.15
43067.62,20.58,21.02,30.66,1507.27
43067.67,20.67,20.74,30.34,1507.2
43067.71,19.94,20.69,29.8,1505.03
43067.75,20.58,20.48,29.94,1506.66
43067.79,20.49,20.29,29.64,1506.2
43067.83,20.05,20.22,29.27,1504.85
43067.87,19.76,20.43,29.35,1504.22
43067.92,19.61,20.85,29.81,1504.27
43067.96,19.64,21.14,30.2,1504.68
43068,19.64,21.45,30.6,1505.03
43068.04,19.67,21.62,30.84,1505.32
43068.08,19.73,21.78,31.08,1505.67
43068.12,19.76,21.89,31.25,1505.88
43068.17,20.14,21.56,31.08,1506.62
43068.21,20.14,21,30.35,1505.98
43068.25,19.82,20.93,30.04,1504.96
43068.29,19.85,20.62,29.65,1504.69
43068.33,19.79,20.41,29.35,1504.29
43068.37,19.61,20.39,29.2,1503.74
43068.42,19.52,20.6,29.43,1503.73
43068.46,19.58,20.87,29.81,1504.2
43068.5,19.67,21.18,30.28,1504.82
43068.54,19.79,21.43,30.67,1505.45
43068.58,20.14,21.56,31.08,1506.62
43068.62,21.29,21.8,32.16,1510.13
43068.67,22.07,21.78,32.67,1512.29
43068.71,22.37,21.44,32.4,1512.7
43068.75,21.17,21.28,31.39,1509.22
43068.79,21.26,21.24,31.39,1509.42
43068.83,21.23,21.13,31.22,1509.21
43068.87,20.93,21.09,30.98,1508.35
43068.92,20.49,21.25,30.9,1507.28
43068.96,20.41,21.55,31.24,1507.36
43069,20.35,21.77,31.49,1507.45
43069.04,20.41,22,31.83,1507.87
43069.08,20.38,22.15,32,1507.95
43069.12,20.35,22.03,31.83,1507.74
43069.17,20.11,21.83,31.41,1506.84
43069.21,19.73,21.59,30.84,1505.45
43069.25,19.23,21.42,30.29,1503.79
43069.29,19.82,21.17,30.35,1505.24
43069.33,19.85,20.97,30.11,1505.1
43069.37,19.82,20.81,29.88,1504.82
43069.42,19.7,20.93,29.96,1504.62
43069.46,19.76,21.14,30.27,1505.03
43069.5,19.94,21.42,30.75,1505.86
43069.54,20.05,21.73,31.24,1506.56
43069.58,20.2,21.91,31.58,1507.19
43069.62,21.02,22.2,32.51,1509.84
43069.67,21.55,22.12,32.77,1511.22
43069.71,21.84,22.04,32.85,1511.93
43069.75,21.9,21.94,32.76,1511.99
43069.79,21.61,21.7,32.24,1510.91
43069.83,21.14,21.55,31.73,1509.44
43069.87,20.9,21.48,31.48,1508.7
43069.92,20.64,21.49,31.31,1507.97
43069.96,20.32,21.59,31.24,1507.16
43070,20.26,21.82,31.49,1507.25
43070.04,20.38,22.01,31.83,1507.81
43070.08,20.29,22,31.74,1507.53
43070.12,19.94,21.86,31.33,1506.36
43070.17,19.99,21.45,30.83,1506.06
43070.21,20.08,21.09,30.43,1505.92
43070.25,19.76,20.78,29.81,1504.62
43070.29,19.4,20.55,29.28,1503.32
43070.33,19.82,20.34,29.27,1504.29
43070.37,19.88,20.25,29.2,1504.37
43070.42,20.14,20.12,29.19,1504.99
43070.46,20.2,20.1,29.19,1505.13
43070.45903,21.93,24.68,36.47,1515.13
43070.50069,20.41,25.93,36.93,1512.32
43070.54236,20.52,25.86,36.93,1512.57
43070.58403,20.7,25.58,36.71,1512.75
43070.62569,21.14,24.83,36.07,1513.13
43070.66736,21.4,24.21,35.45,1513.16
43070.70903,21.55,23.97,35.24,1513.3
43070.75069,21.52,23.32,34.36,1512.49
43070.79236,21.37,22.49,33.14,1511.15
43070.83403,21.29,22.95,33.69,1511.42
43070.87569,21.2,24.18,35.25,1512.55
43070.91736,20.96,25.18,36.39,1513.03
43070.95903,20.93,24.56,35.56,1512.25
43071.00069,20.96,25.02,36.18,1512.85
43071.04236,20.93,24.8,35.87,1512.52
43071.08403,20.96,24.62,35.66,1512.4
43071.12569,20.7,21.97,31.99,1508.68
43071.16736,20.58,21.52,31.32,1507.83
43071.20903,20.46,21.2,30.82,1507.14
43071.25069,19.88,20.72,29.8,1504.89
