Date & Time,Temp(?C),Salinity(psu),Conduct(mS/cm),Sound Velocity(m/sec)
43116.125,10.38,16.29,19.2,1468.08
43116.16667,9.76,16.21,18.81,1465.63
43116.20833,9.36,15.82,18.2,1463.62
43116.25,9.1,15.74,17.99,1462.5
43116.29167,8.43,15.84,17.8,1460.02
43116.33333,7.72,15.9,17.53,1457.27
43116.375,8.93,16.14,18.34,1462.35
43116.41667,9.53,16.26,18.75,1464.81
43116.45833,9.69,16.16,18.72,1465.32
43116.5,10.44,16.18,19.1,1468.18
43116.54167,10.67,16.22,19.26,1469.08
43116.58333,10.9,16.26,19.41,1469.97
43116.625,11.15,16.32,19.6,1471
43116.66667,11.38,16.31,19.7,1471.81
43116.70833,12.42,16.33,20.23,1475.63
43116.75,13.21,16.24,20.51,1478.29
43116.79167,12.65,16.11,20.09,1476.15
43116.83333,12.42,16.06,19.92,1475.3
43116.875,12.49,15.94,19.82,1475.38
43116.91667,12.68,15.77,19.72,1475.85
43116.95833,12.42,15.68,19.49,1474.84
43117,11.38,15.85,19.19,1471.25
43117.04167,11.34,16.26,19.63,1471.64
43117.08333,11.5,16.55,20.03,1472.58
43117.125,11.89,16.76,20.45,1474.22
43117.16667,11.98,16.78,20.52,1474.59
43117.20833,11.57,16.53,20.03,1472.78
43117.25,11.7,16.08,19.6,1472.7
43117.29167,11.34,15.7,19.01,1470.95
43117.33333,10.9,15.37,18.44,1468.88
43117.375,10.86,15.14,18.17,1468.48
43117.41667,11.31,15,18.22,1469.98
43117.45833,11.6,14.91,18.24,1470.92
43117.5,11.6,14.94,18.27,1470.95
43117.54167,11.6,15.08,18.43,1471.13
43117.58333,11.82,15.26,18.74,1472.16
43117.625,11.95,15.39,18.94,1472.78
43117.66667,11.95,15.44,19,1472.85
43117.70833,11.98,15.43,19,1472.94
43117.75,11.54,15.41,18.77,1471.29
43117.79167,10.96,15.4,18.49,1469.15
43117.83333,10.8,15.42,18.44,1468.57
43117.875,10.41,15.41,18.25,1467.11
43117.91667,10.15,15.42,18.14,1466.14
43117.95833,9.86,15.38,17.96,1464.97
43118,9.76,15.3,17.84,1464.5
43118.04167,9.26,15.29,17.6,1462.58
43118.08333,9.13,15.23,17.48,1461.99
43118.125,8.4,15.2,17.12,1459.08
43118.16667,7.65,15.17,16.75,1456.07
43118.20833,7.17,15.06,16.43,1453.99
43118.25,6.37,15,16.02,1450.63
43118.29167,5.78,14.87,15.64,1447.97
43118.33333,4.85,14.78,15.17,1443.91
43118.375,4.52,14.72,14.97,1442.42
43118.41667,5.24,14.64,15.2,1445.41
43118.45833,6.93,14.49,15.76,1452.28
43118.5,6.69,14.47,15.64,1451.26
43118.54167,7.07,14.38,15.7,1452.71
43118.58333,7.62,14.32,15.88,1454.86
43118.625,8.36,14.24,16.11,1457.74
43118.66667,8.76,14.11,16.14,1459.17
43118.70833,8.93,13.94,16.03,1459.61
43118.75,8.86,13.78,15.83,1459.15
43118.79167,9.23,13.66,15.85,1460.42
43118.83333,9,13.63,15.73,1459.49
43118.875,8.6,13.61,15.55,1457.89
43118.91667,8.19,13.55,15.32,1456.21
43118.95833,8.5,13.35,15.23,1457.16
43119,8.43,13.2,15.05,1456.7
43119.04167,8.19,13.13,14.89,1455.68
43119.08333,8.26,13.12,14.9,1455.94
43119.125,8.56,13.15,15.05,1457.17
43119.16667,8.66,13.21,15.15,1457.65
43119.20833,8.13,13.37,15.11,1455.71
43119.25,7.48,13.41,14.89,1453.16
43119.29167,7.41,13.35,14.8,1452.81
43119.33333,6.76,13.28,14.47,1450.03
43119.375,6.62,13.15,14.29,1449.29
43119.41667,7.24,13.03,14.41,1451.7
43119.45833,9.06,12.98,15.06,1458.93
43119.5,8.86,13.09,15.1,1458.29
43119.54167,9.53,13.46,15.76,1461.33
43119.58333,9.92,13.87,16.36,1463.35
43119.625,10.05,14.24,16.83,1464.32
43119.66667,10.05,14.61,17.22,1464.76
43119.70833,10.15,14.95,17.64,1465.57
43119.75,10.28,15.27,18.04,1466.45
43119.79167,10.38,15.55,18.38,1467.16
43119.83333,10.22,15.74,18.52,1466.79
43119.875,9.92,15.87,18.53,1465.83
43119.91667,10.18,15.91,18.69,1466.88
43119.95833,10.12,15.74,18.47,1466.41
43120,9.95,15.68,18.33,1465.72
43120.04167,9.49,15.71,18.15,1463.99
43120.08333,9.26,15.81,18.15,1463.23
43120.125,9.3,15.95,18.31,1463.53
43120.16667,9.3,16.05,18.42,1463.66
43120.20833,9.46,16.21,18.67,1464.5
43120.25,9,16.24,18.48,1462.74
43120.29167,8.96,16.17,18.39,1462.53
43120.33333,8.73,16,18.1,1461.4
43120.375,8.46,15.83,17.8,1460.13
43120.41667,8.83,15.71,17.84,1461.43
43120.45833,8.9,15.58,17.74,1461.53
43120.5,9.43,15.45,17.84,1463.42
43120.54167,9.79,15.48,18.04,1464.85
43120.58333,9.86,15.65,18.25,1465.3
43120.625,9.99,15.87,18.55,1466.08
43120.66667,10.02,16.07,18.78,1466.45
43120.70833,10.08,16.23,18.99,1466.9
43120.75,10.15,16.43,19.23,1467.39
43120.79167,10.28,16.57,19.45,1468.05
43120.83333,10.48,16.69,19.67,1468.93
43120.875,10.44,16.7,19.67,1468.83
43120.91667,10.44,16.64,19.61,1468.76
43120.95833,10.35,16.66,19.57,1468.41
43121,10.31,16.7,19.61,1468.34
43121.04167,10.31,16.8,19.7,1468.45
43121.08333,10.08,16.87,19.67,1467.69
43121.125,9.86,16.95,19.64,1466.92
43121.16667,9.76,17.12,19.77,1466.76
43121.20833,9.82,17.28,19.97,1467.2
43121.25,9.95,17.41,20.18,1467.86
43121.29167,9.89,17.47,20.22,1467.69
43121.33333,9.86,17.42,20.15,1467.51
43121.375,9.86,17.29,20.01,1467.35
43121.41667,10.18,17.23,20.11,1468.51
43121.45833,11.12,17.18,20.53,1471.94
43121.5,10.93,17.04,20.28,1471.05
43121.54167,11.41,17.01,20.49,1472.79
43121.58333,11.38,17,20.45,1472.65
43121.625,11.41,17.15,20.64,1472.95
43121.66667,11.76,17.32,21.01,1474.44
43121.70833,11.82,17.5,21.24,1474.89
43121.75,11.82,17.65,21.4,1475.07
43121.79167,11.92,17.78,21.61,1475.58
43121.83333,12.68,17.99,22.24,1478.53
43121.875,12.71,17.97,22.24,1478.62
43121.91667,12.83,17.95,22.28,1479.04
43121.95833,12.83,17.8,22.11,1478.85
43122,12.14,17.86,21.81,1476.47
43122.04167,12.33,17.85,21.9,1477.13
43122.08333,12.08,17.89,21.81,1476.28
43122.125,11.47,17.96,21.57,1474.18
43122.16667,11.47,18.11,21.74,1474.37
43122.20833,11.5,18.29,21.95,1474.7
43122.25,11.5,18.49,22.16,1474.94
43122.29167,11.6,18.64,22.38,1475.47
43122.33333,11.92,18.81,22.74,1476.82
43122.375,12.49,18.81,23.06,1478.86
43122.41667,13.24,18.77,23.44,1481.46
43122.45833,13.15,18.61,23.2,1480.93
43122.5,13.64,18.62,23.49,1482.67
43122.54167,14.2,18.64,23.83,1484.6
43122.58333,13.8,18.71,23.68,1483.31
43122.625,13.46,18.75,23.54,1482.19
43122.66667,13.33,18.9,23.64,1481.93
43122.70833,13.27,19.07,23.79,1481.92
43122.75,13.33,19.26,24.05,1482.36
43122.79167,13.52,19.39,24.31,1483.17
43122.83333,14.32,19.59,25.01,1486.15
43122.875,14.75,19.71,25.4,1487.74
43122.91667,15.03,19.77,25.63,1488.72
43122.95833,15.61,19.77,25.98,1490.63
43123,15.7,19.63,25.86,1490.75
43123.04167,14.2,19.51,24.84,1485.64
43123.08333,14.91,19.63,25.4,1488.15
43123.125,14.29,19.56,24.95,1486.01
43123.16667,14.11,19.56,24.84,1485.38
43123.20833,13.86,19.59,24.73,1484.58
43123.25,13.92,19.66,24.84,1484.87
43123.29167,14.02,19.66,24.9,1485.18
43123.33333,14.82,19.78,25.51,1488.02
43123.375,15.09,19.84,25.75,1489
43123.41667,15.4,19.78,25.86,1489.94
43123.45833,16.09,19.78,26.28,1492.21
43123.5,16.64,19.71,26.52,1493.87
43123.54167,16.15,19.45,25.91,1492.01
43123.58333,16.21,19.37,25.85,1492.12
43123.625,16.03,19.31,25.67,1491.46
43123.66667,16.12,19.31,25.73,1491.76
43123.70833,16.39,19.33,25.91,1492.65
43123.75,16.27,19.19,25.67,1492.1
43123.79167,16.15,19.01,25.38,1491.5
43123.83333,15.73,18.61,24.65,1489.66
43123.875,16,18.35,24.49,1490.24
43123.91667,16.15,18.15,24.33,1490.49
43123.95833,15.7,17.89,23.76,1488.7
43124,15.46,17.47,23.12,1487.41
43124.04167,15.43,17.1,22.66,1486.87
43124.08333,15.4,16.63,22.08,1486.22
43124.125,15,16.12,21.25,1484.29
43124.16667,15.06,15.65,20.71,1483.94
43124.20833,14.78,15.22,20.07,1482.51
43124.25,14.45,14.91,19.54,1480.99
43124.29167,14.32,14.62,19.13,1480.22
43124.33333,14.29,14.41,18.87,1479.86
43124.375,13.58,14.18,18.28,1477.13
43124.41667,13.68,13.91,17.99,1477.12
43124.45833,13.8,13.82,17.94,1477.45
43124.5,14.54,13.79,18.22,1479.96
43124.54167,15.15,13.77,18.46,1482.02
43124.58333,15.64,13.75,18.65,1483.63
43124.625,15.55,13.7,18.54,1483.26
43124.66667,15.91,13.61,18.59,1484.37
43124.70833,15.76,13.49,18.37,1483.72
43124.75,15.55,13.39,18.16,1482.89
43124.79167,15.43,13.31,18,1482.39
43124.83333,15.52,13.23,17.95,1482.61
43124.875,15.03,13.14,17.63,1480.86
43124.91667,14.57,13.1,17.4,1479.25
43124.95833,14.05,13.02,17.08,1477.35
43125,13.64,12.97,16.87,1475.9
43125.04167,13.74,12.91,16.83,1476.14
43125.08333,13.55,12.85,16.68,1475.42
43125.125,13.64,12.8,16.66,1475.69
43125.16667,13.49,12.8,16.6,1475.14
43125.20833,13.52,12.83,16.64,1475.28
43125.25,13.24,12.85,16.56,1474.33
43125.29167,12.96,12.88,16.48,1473.36
43125.33333,12.65,12.94,16.43,1472.31
43125.375,12.46,12.99,16.41,1471.69
43125.41667,12.68,13.01,16.52,1472.51
43125.45833,12.96,13.04,16.66,1473.55
43125.5,13.61,13.06,16.95,1475.89
43125.54167,14.32,13.09,17.28,1478.39
43125.58333,14.54,13.13,17.42,1479.18
43125.625,14.2,13.17,17.33,1478.06
43125.66667,14.05,13.2,17.31,1477.57
43125.70833,13.98,13.23,17.31,1477.38
43125.75,13.95,13.26,17.33,1477.31
43125.79167,13.92,13.25,17.31,1477.19
43125.83333,13.77,13.21,17.2,1476.61
43125.875,13.52,13.18,17.06,1475.71
43125.91667,13.21,13.14,16.89,1474.57
43125.95833,12.65,13.15,16.67,1472.56
43126,12.01,13.16,16.43,1470.3
43126.04167,11.41,13.19,16.22,1468.11
43126.08333,11.06,13.2,16.09,1466.82
43126.125,10.9,13.18,16,1466.19
43126.16667,11.06,13.19,16.07,1466.8
43126.20833,11.89,13.19,16.41,1469.87
43126.25,11.66,13.17,16.3,1469.03
43126.29167,11.34,13.18,16.18,1467.87
43126.33333,11.79,13.19,16.37,1469.52
43126.375,11.82,13.28,16.49,1469.75
43126.41667,11.82,13.37,16.59,1469.85
43126.45833,11.98,13.44,16.73,1470.52
43126.5,12.65,13.51,17.09,1473
43126.54167,13.61,13.57,17.57,1476.5
43126.58333,14.63,13.65,18.09,1480.11
43126.625,13.68,13.67,17.71,1476.84
43126.66667,13.74,13.73,17.81,1477.13
43126.70833,14.05,13.81,18.04,1478.3
43126.75,13.71,13.85,17.94,1477.16
43126.79167,13.36,14,17.97,1476.14
43126.83333,13.21,14.26,18.2,1475.91
43126.875,13.18,14.55,18.53,1476.15
43126.91667,13.33,14.86,18.96,1477.07
43126.95833,13.3,15.13,19.27,1477.29
43127,13.49,15.35,19.61,1478.21
43127.04167,13.86,15.51,19.98,1479.69
43127.08333,13.89,15.56,20.05,1479.85
43127.125,13.8,15.51,19.94,1479.47
43127.16667,13.61,15.47,19.81,1478.78
43127.20833,13.33,15.39,19.58,1477.71
43127.25,13.55,15.38,19.68,1478.46
43127.29167,13.68,15.42,19.78,1478.93
43127.33333,13.46,15.45,19.71,1478.21
43127.375,13.36,15.57,19.81,1478.04
43127.41667,13.4,15.79,20.08,1478.41
43127.45833,13.52,15.98,20.36,1479.07
43127.5,14.39,16.28,21.14,1482.41
43127.54167,15.58,24.32,31.33,1495.9
43127.58333,14.88,24.06,30.53,1493.3
43127.625,15.09,24.56,31.26,1494.6
43127.66667,15.46,24.83,31.84,1496.11
43127.70833,15.61,25.41,32.63,1497.28
43127.75,15.52,25.63,32.81,1497.25
43127.79167,14.66,26.36,33,1495.35
43127.83333,14.75,26.38,33.09,1495.67
43127.875,14.42,26.45,32.92,1494.65
43127.91667,14.32,26.6,33.01,1494.51
43127.95833,14.32,26.6,33.01,1494.51
43128,14.39,26.48,32.92,1494.57
43128.04167,14.57,26.19,32.74,1494.83
43128.08333,15.03,25.19,31.94,1495.15
43128.125,15.33,24.19,31.01,1494.96
43128.16667,15.49,23.54,30.36,1494.68
43128.20833,15.52,23.12,29.89,1494.28
43128.25,15.3,25.38,32.37,1496.27
43128.29167,15.12,24.54,31.26,1494.68
43128.33333,15.46,23.29,30.04,1494.29
43128.375,15.18,24.86,31.68,1495.26
43128.41667,15.09,26.96,34.02,1497.45
43128.45833,15.03,26.11,33,1496.24
43128.5,15.03,26.03,32.91,1496.15
43128.54167,15.03,25.88,32.73,1495.96
43128.58333,15.33,25.83,32.9,1496.89
43128.625,15.4,25.48,32.54,1496.68
43128.66667,15.46,25.21,32.28,1496.55
43128.70833,15.4,25.02,32.02,1496.14
43128.75,15.21,25.07,31.93,1495.6
43128.79167,15.15,25.18,32.02,1495.54
43128.83333,15.52,25.09,32.19,1496.61
43128.875,15.4,25.48,32.54,1496.68
43128.91667,15.27,25.71,32.72,1496.56
43128.95833,15.21,25.68,32.63,1496.32
43129,15.12,25.81,32.73,1496.19
43129.04167,15.24,25.73,32.72,1496.49
43129.08333,15.46,25.9,33.08,1497.37
43129.125,15.76,25.09,32.36,1497.38
43129.16667,15.73,24.44,31.58,1496.53
43129.20833,15.91,23.76,30.91,1496.31
43129.25,16.06,23.19,30.35,1496.12
43129.29167,16.24,22.31,29.42,1495.66
43129.33333,16.15,21.99,28.97,1495
43129.375,16.33,21.82,28.89,1495.38
43129.41667,16.33,22.01,29.12,1495.6
43129.45833,16.33,22.13,29.26,1495.74
43129.5,16.33,22.13,29.26,1495.74
43129.54167,16.61,21.61,28.82,1496
43129.58333,16.67,20,26.9,1494.31
43129.625,16.7,19.78,26.64,1494.14
43129.66667,16.85,19.11,25.9,1493.83
43129.70833,16.91,18.33,24.97,1493.11
43129.75,17,19.38,26.32,1494.62
43129.79167,17,19.08,25.96,1494.27
43129.83333,16.67,17.78,24.16,1491.71
43129.875,16.55,16.58,22.6,1489.91
43129.91667,16.42,15.99,21.81,1488.84
43129.95833,16.12,14.82,20.2,1486.48
43130,15.91,14.6,19.82,1485.52
43130.04167,15.79,14.86,20.1,1485.44
43130.08333,15.4,15.45,20.64,1484.82
43130.125,14.88,15.39,20.32,1483.01
43130.16667,13.61,15.91,20.33,1479.31
43130.20833,13.58,14.86,19.08,1477.94
43130.25,13.74,14.4,18.61,1477.94
43130.29167,12.68,14.11,17.8,1473.83
43130.33333,11.82,13.95,17.25,1470.56
43130.375,11.5,13.93,17.1,1469.37
43130.41667,12.33,13.86,17.37,1472.29
43130.45833,13.61,14.22,18.33,1477.28
43130.5,13.8,15.12,19.48,1479
43130.54167,13.89,14.79,19.14,1478.94
43130.58333,14.17,14.34,18.72,1479.35
43130.625,14.54,14.75,19.38,1481.11
43130.66667,14.85,12.07,16.24,1478.97
43130.70833,14.78,14.5,19.19,1481.64
43130.75,15.18,14.96,19.93,1483.53
43130.79167,15.09,15.1,20.07,1483.39
43130.83333,14.32,14.75,19.29,1480.38
43130.875,13.92,14.5,18.81,1478.7
43130.91667,13.86,14.43,18.7,1478.4
43130.95833,13.52,14.23,18.31,1476.97
43131,13.43,14.57,18.67,1477.05
43131.04167,13.4,14.78,18.9,1477.19
43131.08333,13.36,14.79,18.9,1477.1
43131.125,12.58,14.61,18.34,1474.11
43131.16667,11.98,13.83,17.19,1471
43131.20833,11.28,13.6,16.63,1468.14
43131.25,10.12,13.65,16.21,1463.83
43131.29167,8.53,14.03,15.96,1458.15
43131.33333,8.13,14.23,16,1456.79
43131.375,9.4,14.32,16.62,1461.88
43131.41667,11.09,14.91,18.01,1469.03
43131.45833,12.46,14.73,18.43,1473.81
43131.5,12.61,18.17,22.42,1478.53
43131.54167,12.55,17.63,21.77,1477.65
43131.58333,12.8,17.15,21.36,1477.96
43131.625,12.93,17.13,21.39,1478.38
43131.66667,12.86,17.05,21.28,1478.07
43131.70833,13.77,17.03,21.71,1481.19
43131.75,14.29,16.66,21.54,1482.54
43131.79167,14.08,16.41,21.15,1481.51
43131.83333,13.83,16.29,20.88,1480.52
43131.875,13.61,16.48,20.99,1480
43131.91667,13.55,16.64,21.15,1479.97
43131.95833,13.21,16.83,21.19,1479
43132,12.96,17.89,22.28,1479.41
43132.04167,12.93,18.22,22.64,1479.7
43132.08333,12.86,18.29,22.69,1479.56
43132.125,12.96,18.41,22.87,1480.03
43132.16667,12.77,18.3,22.64,1479.24
43132.20833,12.74,17.96,22.24,1478.72
43132.25,12.77,17.24,21.44,1477.96
43132.29167,12.39,16.38,20.27,1475.57
43132.33333,12.01,16.06,19.72,1473.82
43132.375,11.66,15.89,19.37,1472.35
43132.41667,12.52,15.73,19.59,1475.23
43132.45833,13.02,15.74,19.85,1477.04
43132.5,13.49,16.54,21,1479.63
43132.54167,13.89,17.68,22.54,1482.4
43132.58333,13.95,17.73,22.63,1482.67
43132.625,14.02,17.78,22.72,1482.94
43132.66667,14.26,17.86,22.95,1483.88
43132.70833,14.42,17.71,22.85,1484.22
43132.75,15.18,17.28,22.75,1486.28
43132.79167,15,16.91,22.21,1485.23
43132.83333,14.91,16.6,21.79,1484.55
43132.875,15.03,16.34,21.54,1484.65
43132.91667,14.51,17.02,22.09,1483.71
43132.95833,14.54,17.08,22.17,1483.89
43133,14.45,17.31,22.4,1483.85
43133.04167,14.08,17.95,22.95,1483.35
43133.08333,13.95,18.21,23.19,1483.25
43133.125,13.98,18.36,23.38,1483.53
43133.16667,14.02,18.43,23.48,1483.72
43133.20833,14.14,18.08,23.14,1483.72
43133.25,14.14,17.6,22.58,1483.15
43133.29167,14.14,17.26,22.18,1482.74
43133.33333,14.08,16.65,21.42,1481.8
43133.375,14.14,16.35,21.11,1481.65
43133.41667,14.57,16.1,21.02,1482.83
43133.45833,14.63,15.92,20.83,1482.81
43133.5,15.12,15.84,20.98,1484.37
43133.54167,15.27,15.91,21.13,1484.96
43133.58333,15.7,15.8,21.21,1486.24
43133.625,16,15.8,21.36,1487.24
43133.66667,16.18,15.76,21.4,1487.78
43133.70833,16.36,15.72,21.44,1488.33
43133.75,16.12,15.35,20.85,1487.1
43133.79167,16.39,15.49,21.16,1488.15
43133.83333,15.82,15.4,20.78,1486.17
43133.875,14.42,15.37,20.07,1481.43
43133.91667,14.35,15.31,19.97,1481.15
43133.95833,15.15,15.25,20.28,1483.77
43134,14.48,15.18,19.87,1481.41
43134.04167,13.8,15.04,19.39,1478.91
43134.08333,14.02,14.82,19.23,1479.4
43134.125,14.05,14.78,19.2,1479.46
43134.16667,13.36,14.69,18.79,1476.98
43134.20833,12.55,14.42,18.1,1473.76
43134.25,11.98,14.18,17.58,1471.42
43134.29167,11.79,13.79,17.05,1470.25
43134.33333,11.22,13.54,16.53,1467.83
43134.375,11.79,13.22,16.41,1469.56
43134.41667,12.3,13.36,16.77,1471.57
43134.45833,13.52,13.59,17.55,1476.19
43134.5,13.43,13.52,17.43,1475.79
43134.54167,12.86,13.58,17.27,1473.88
43134.58333,13.24,13.77,17.64,1475.43
43134.625,13.43,13.64,17.57,1475.93
43134.66667,13.64,13.77,17.81,1476.85
43134.70833,13.86,14.29,18.53,1478.22
43134.75,13.83,14.39,18.64,1478.24
43134.79167,13.95,14.18,18.44,1478.42
43134.83333,14.63,14.21,18.78,1480.78
43134.875,14.2,13.91,18.22,1478.95
43134.91667,14.11,13.83,18.09,1478.54
43134.95833,13.98,13.84,18.04,1478.11
43135,13.95,13.8,17.99,1477.97
43135.04167,13.77,14.21,18.39,1477.8
43135.08333,13.61,14.85,19.08,1478.04
43135.125,13.61,15.44,19.78,1478.75
43135.16667,13.58,16.05,20.47,1479.37
43135.20833,13.61,16.51,21.03,1480.04
43135.25,13.61,16.89,21.47,1480.48
43135.29167,13.58,17.01,21.59,1480.52
43135.33333,13.52,16.33,20.77,1479.49
43135.375,13.68,15.98,20.43,1479.6
43135.41667,13.95,15.42,19.91,1479.9
43135.45833,14.08,15.06,19.54,1479.9
43135.5,14.23,15.68,20.36,1481.17
43135.54167,13.95,16.53,21.23,1481.23
43135.58333,13.89,17.12,21.88,1481.72
43135.625,13.95,17.54,22.4,1482.44
43135.66667,14.14,17.96,23,1483.58
43135.70833,14.17,18.4,23.53,1484.21
43135.75,14.26,18.7,23.93,1484.88
43135.79167,14.26,19.02,24.3,1485.26
43135.83333,14.45,19.15,24.56,1486.04
43135.875,14.51,19.12,24.56,1486.21
43135.91667,14.6,19.03,24.51,1486.41
43135.95833,14.91,18.7,24.29,1487.04
43136,14.91,18.26,23.77,1486.52
43136.04167,14.63,18.01,23.33,1485.31
43136.08333,14.48,17.96,23.18,1484.73
43136.125,14.51,17.91,23.14,1484.77
43136.16667,14.48,17.96,23.18,1484.73
43136.20833,14.48,17.96,23.18,1484.73
43136.25,14.57,18,23.28,1485.09
43136.29167,14.57,17.84,23.09,1484.89
43136.33333,14.45,17.39,22.49,1483.94
43136.375,14.23,16.86,21.75,1482.58
43136.41667,14.51,16.46,21.42,1483.04
43136.45833,15.36,16.23,21.57,1485.64
43136.5,15.55,15.99,21.37,1485.96
43136.54167,15.79,15.92,21.4,1486.68
43136.58333,15.91,16.14,21.73,1487.34
43136.625,15.97,16.86,22.65,1488.38
43136.66667,16.09,17.34,23.31,1489.35
43136.70833,16.33,17.72,23.91,1490.58
43136.75,16.48,17.99,24.32,1491.38
43136.79167,16.55,18.14,24.53,1491.74
43136.83333,17.03,18.14,24.8,1493.27
43136.875,17.06,17.78,24.37,1492.94
43136.91667,16.82,17.51,23.9,1491.87
43136.95833,16.48,17.21,23.35,1490.46
43137,16.39,17.05,23.11,1489.99
43137.04167,15.82,17.35,23.17,1488.46
43137.08333,15.97,17.36,23.26,1488.97
43137.125,15.58,17.58,23.32,1487.94
43137.16667,14.97,17.98,23.47,1486.39
43137.20833,15,18.39,23.97,1486.98
43137.25,15.03,18.73,24.39,1487.49
43137.29167,15.06,19.03,24.77,1487.95
43137.33333,15.06,19.22,25,1488.17
43137.375,15.06,19.27,25.05,1488.23
43137.41667,15.03,19.09,24.83,1487.92
43137.45833,15.46,18.88,24.82,1489.08
43137.5,15.64,18.98,25.04,1489.79
43137.54167,15.91,19.27,25.56,1491.03
43137.58333,16.3,19.37,25.91,1492.41
43137.625,16.48,19.48,26.15,1493.12
43137.66667,16.52,19.62,26.33,1493.37
43137.70833,16.42,19.81,26.52,1493.32
43137.75,16.48,19.99,26.77,1493.72
43137.79167,16.48,20.1,26.9,1493.84
43137.83333,16.55,20.23,27.09,1494.18
43137.875,17.18,20.33,27.61,1496.3
43137.91667,17.15,20.13,27.35,1495.97
43137.95833,17.36,19.87,27.15,1496.32
43138,17.33,19.62,26.82,1495.94
43138.04167,16.82,19.47,26.33,1494.15
43138.08333,16.76,19.55,26.39,1494.06
43138.125,16.94,19.56,26.51,1494.64
43138.16667,16.82,19.62,26.51,1494.33
43138.20833,16.58,19.69,26.45,1493.65
43138.25,16.48,19.78,26.52,1493.47
43138.29167,16.3,19.98,26.65,1493.13
43138.33333,16.24,20.17,26.84,1493.15
43138.375,16.39,20.3,27.1,1493.79
43138.41667,16.67,20.43,27.42,1494.81
43138.45833,17.15,20.46,27.75,1496.35
43138.5,17.71,20.44,28.08,1498.1
43138.54167,18.37,20.5,28.57,1500.17
43138.58333,18.01,20.63,28.5,1499.23
43138.625,18.31,20.82,28.93,1500.35
43138.66667,18.31,20.99,29.15,1500.55
43138.70833,18.22,21.22,29.38,1500.54
43138.75,18.07,21.42,29.53,1500.32
